10.746903,106.676292
20.981110,105.820838
21.150051,105.506420
21.016970,105.811429
20.986084,105.828760
21.716769,104.898588
16.826304,107.045558
10.852427,106.720793
10.366779,106.364051
10.846188,106.627438
16.052388,108.160667
10.752681,106.670408
10.940935,106.812664
10.239574,105.957193
21.038977,105.807118
16.272555,107.860712
21.268994,106.129299
13.679200,108.089518
13.679200,108.089518

20.990931,105.800216
14.492593,109.090914
10.355924,106.364051
20.937341,106.314554
11.101302,106.581979
10.089039,105.408578
21.018996,105.744942
20.922560,106.642337
10.469791,105.623670
14.058324,108.277199
21.010276,105.854616
11.472644,106.882754
20.388868,106.438453
11.472644,106.882754
16.465388,107.591951
10.340160,105.472522
10.844180,106.788353
21.027764,105.834160
10.049739,105.764471
10.310094,106.357899
21.027764,105.834160
21.340684,105.940555
21.958210,103.885525
10.746903,106.676292
10.723241,106.611459
10.799268,106.735955
21.097195,105.699199
20.573943,105.912050
21.027764,105.834160
9.257332,105.755779
9.257332,105.755779
22.528255,103.705761
20.451723,106.345802
16.808893,107.089380
10.815631,106.695156
20.313505,106.006816
20.993307,105.808299
18.988001,105.448053
20.432188,106.391191
22.687648,106.671258
10.746417,106.690479
14.371317,107.870246
19.806692,105.785182
18.530223,105.585436
18.530223,105.585436
21.027229,105.824978
18.530223,105.585436
11.031575,106.752963
10.378633,105.428613
10.378633,105.428613
10.746903,106.676292
21.029130,105.793303
16.064586,108.231239
20.627101,105.799187
10.783650,106.622697
20.015125,106.072399
20.377038,106.529786
10.369389,105.449252
20.844911,106.688084
10.466359,105.378077
20.652368,106.052262
10.875149,106.623247
12.537940,109.020213
10.855041,106.706561
11.302336,106.101147
10.777552,106.683052
12.182329,109.167562
10.793682,106.604752
13.926289,107.692579
11.093401,106.383593
10.782302,106.647026
20.823527,106.628334
11.078599,106.693992
10.972470,106.883724
21.028332,106.528957
10.388233,106.340504
13.444967,109.218575
10.957413,106.842687
10.715651,105.306514
20.842841,106.059276
20.668978,105.704917
10.813250,106.628939
10.813250,106.628939
19.990257,106.149380
19.806692,105.785182
20.971198,107.044807
10.746903,106.676292
10.352382,104.539116
18.679585,105.681333
20.445535,106.340504
20.445535,106.340504
20.641255,106.339768
20.654682,106.057849
12.013027,106.813005
21.005394,105.862040
20.588230,106.228124
10.920267,108.069522
10.930661,108.101375
10.930661,108.101375
10.741146,106.682199
12.004519,107.683000
13.828456,109.172989
9.498493,106.198783
9.498493,106.198783
21.225789,105.565035
21.027764,105.834160
20.842841,106.059276
10.746903,106.676292
10.746903,106.676292
14.368622,108.002245
20.955274,107.024429
20.531693,105.917629
16.463712,107.590863
20.827515,105.339079
19.816285,105.730847
10.176996,106.258110
10.257851,104.816290
21.683792,104.455136
21.138339,106.012732
18.689684,105.691926
21.027764,105.834160
21.170149,104.129897
21.170149,104.129897
19.249283,105.570898
19.249283,105.570898
10.859834,106.753028
21.027764,105.834160
21.027764,105.834160
21.178177,106.071025
10.746903,106.676292
10.242914,105.977573
10.946293,106.887389
22.480943,103.975496
18.679585,105.681333
13.971836,108.015080
11.129481,106.258483
10.746903,106.676292
10.746903,106.676292
10.924067,106.713031
8.962410,105.125896
21.288981,106.238994
21.288981,106.238994
10.794827,106.703299
16.005109,108.184387
9.368921,105.892273
20.944808,106.306499
21.027764,105.834160
18.659596,105.694311
18.659596,105.694311
18.659596,105.694311
18.659596,105.694311
21.027764,105.834160
19.261248,104.473527
21.307285,105.616315
22.480943,103.975496
10.768520,106.646376
21.038567,106.108259
10.103571,105.757872
21.011745,105.763767
9.773192,105.453708
13.961747,108.634979
20.250615,105.974454
20.526622,104.493624
20.526622,104.493624
19.355858,105.740997
19.355858,105.740997
9.921659,106.338916
9.921659,106.338916
20.930327,104.873432
21.298698,103.951075
14.482288,109.057220
10.884749,106.646826
21.567156,105.825204
15.690141,107.769555
11.957331,106.812554
11.335155,106.109885
11.953359,108.457290
16.600634,106.646826
10.876768,106.625238
10.746903,106.676292
20.129128,105.313119
20.679638,106.076122
10.043108,105.777034
21.027764,105.834160
14.062284,108.269970
10.752145,106.722408
18.679585,105.681333
20.864074,106.694869
10.239574,105.957193
20.899847,105.576761
10.105593,105.622222
10.924067,106.713031
21.008713,105.776209
21.008713,105.776209
21.008713,105.776209
10.396044,105.420483
22.665961,106.254248
10.361836,106.371163
10.869260,106.729373

21.207561,105.999379
9.611109,105.962775
21.053099,105.778983
9.574989,105.975875
9.294003,105.721566
21.219708,105.783508
10.578616,106.788014
21.170701,106.140462
10.744375,106.623247
10.376528,106.343889
22.247160,104.183147
20.844911,106.688084
11.537743,106.894557
10.354088,106.399377
10.557418,107.425068
9.307358,105.717305
20.971198,107.044807
11.030149,106.728852
15.123279,108.894637
16.467537,107.578335
12.666194,108.038247
10.193383,106.040518
10.934067,108.112269
15.573311,108.481032
20.937341,106.314554
20.354437,106.446488
21.014742,105.834912
21.027764,105.834160
20.446347,106.336583
20.997120,105.776209
13.971836,108.015080
11.983217,107.674819
21.033908,106.764821
10.841787,106.635036
21.114235,106.269049
21.114235,106.269049
20.097741,106.105182
20.097741,106.105182
10.941216,107.189823
10.746903,106.676292
19.395818,104.152426
10.746903,106.676292
21.027764,105.834160
10.197091,105.939466
